time,level,latitude,longitude,co_conc,no2_conc,o3_conc,pm10_conc,pm2p5_conc
279 days 15:00:00,50.0,48.95,2.25,174.0536,9.351821,87.70016,7.7442484,4.5833273
279 days 15:00:00,50.0,48.95,2.35,170.05302,8.781781,87.1797,6.7415304,4.320981
279 days 15:00:00,50.0,48.95,2.45,167.69888,6.282376,86.26845,5.6623864,3.8304293
279 days 15:00:00,50.0,48.85,2.15,179.36705,8.163815,85.25025,7.5246906,4.0451694
279 days 15:00:00,50.0,48.85,2.25,174.91832,9.932733,82.7026,7.196477,4.358299
279 days 15:00:00,50.0,48.85,2.35,174.60065,9.071171,83.372986,6.7368126,3.8526196
279 days 15:00:00,50.0,48.85,2.45,163.9379,6.270943,85.35511,6.0668845,3.348177
279 days 15:00:00,50.0,48.75,2.15,168.89214,5.4463654,84.73035,6.94125,3.9125326
279 days 15:00:00,50.0,48.75,2.25,166.58951,6.1046762,83.05958,6.781179,3.8313956
279 days 15:00:00,50.0,48.75,2.35,170.42206,6.6048555,82.87079,6.242758,3.7053099
279 days 15:00:00,50.0,48.75,2.45,163.3307,4.516208,83.92874,5.5879216,3.3229525
280 days 15:00:00,0.0,48.95,2.15,205.3773,10.808165,62.574055,9.325321,7.365756
280 days 15:00:00,0.0,48.95,2.25,182.85638,13.501655,63.330753,8.104096,6.02698
280 days 15:00:00,0.0,48.95,2.35,185.62642,13.409263,63.792778,7.665237,6.0754247
280 days 15:00:00,0.0,48.95,2.45,178.0767,11.259345,61.302967,7.5301204,5.7220006
280 days 15:00:00,0.0,48.85,2.15,174.75404,9.245192,60.43994,7.099048,4.9468484
280 days 15:00:00,0.0,48.85,2.25,181.42258,14.507875,61.00245,7.521935,5.6949077
280 days 15:00:00,0.0,48.85,2.35,199.00674,16.02875,61.300762,7.6115203,5.8201694
280 days 15:00:00,0.0,48.85,2.45,178.16942,11.8596115,59.68793,7.150634,5.2638855
280 days 15:00:00,0.0,48.75,2.15,164.70708,7.930595,60.44541,6.4612083,4.490488
280 days 15:00:00,0.0,48.75,2.25,168.38503,9.195219,59.38355,6.590072,4.6706033
280 days 15:00:00,0.0,48.75,2.35,181.65012,14.3571415,58.76145,6.5940795,4.94304
280 days 15:00:00,0.0,48.75,2.45,174.52332,9.705005,58.48154,7.117892,5.168211
280 days 15:00:00,50.0,48.95,2.15,188.26526,8.878033,69.00598,9.198532,7.247614
280 days 15:00:00,50.0,48.95,2.25,177.50468,10.487269,67.94081,8.530366,5.868223
280 days 15:00:00,50.0,48.95,2.35,173.45425,11.178941,70.827545,7.7336206,5.7494845
280 days 15:00:00,50.0,48.95,2.45,164.93689,9.488132,70.45738,7.3568907,5.692421
280 days 15:00:00,50.0,48.85,2.15,168.64302,7.54639,70.91235,7.1182904,4.907523
280 days 15:00:00,50.0,48.85,2.25,175.3842,8.677525,70.48302,7.5258293,5.659171
280 days 15:00:00,50.0,48.85,2.35,178.78651,11.015309,69.98184,7.3311405,5.653561
280 days 15:00:00,50.0,48.85,2.45,168.51291,9.125138,69.58843,7.060566,5.14558
280 days 15:00:00,50.0,48.75,2.15,159.63176,5.836917,69.34112,6.069046,4.468667
280 days 15:00:00,50.0,48.75,2.25,161.50287,6.3452888,69.12179,6.1256056,4.50072
280 days 15:00:00,50.0,48.75,2.35,170.06412,7.380677,69.70877,6.321772,4.9119215
280 days 15:00:00,50.0,48.75,2.45,162.95834,7.560175,67.531136,6.6907144,5.083084
281 days 15:00:00,0.0,48.95,2.15,168.5409,3.9085891,78.89249,4.7096925,2.8056712
281 days 15:00:00,0.0,48.95,2.25,170.37114,5.586529,79.46481,4.391966,2.518896
281 days 15:00:00,0.0,48.95,2.35,171.27267,6.922221,77.85104,4.3699393,2.3028414
281 days 15:00:00,0.0,48.95,2.45,172.16376,6.8285856,77.38132,4.346122,2.2009566
281 days 15:00:00,0.0,48.85,2.15,163.56244,4.703956,78.6649,3.8283067,2.3216565
281 days 15:00:00,0.0,48.85,2.25,168.11378,6.323972,76.09876,4.45438,2.2581055
281 days 15:00:00,0.0,48.85,2.35,173.11804,8.289533,74.60448,4.8273015,2.3476765
281 days 15:00:00,0.0,48.85,2.45,171.83112,7.1672516,75.37513,4.708413,2.2546594
281 days 15:00:00,0.0,48.75,2.15,163.1767,2.9717383,77.08687,4.170049,2.134464
281 days 15:00:00,0.0,48.75,2.25,166.2608,4.369262,76.785995,4.3638854,2.125369
281 days 15:00:00,0.0,48.75,2.35,172.20412,5.994522,74.1934,4.4839387,2.2054045
281 days 15:00:00,0.0,48.75,2.45,170.99506,5.1373234,76.0179,4.468818,2.229343
281 days 15:00:00,50.0,48.95,2.15,168.03003,2.7812564,81.463196,4.4823594,3.178314
281 days 15:00:00,50.0,48.95,2.25,168.35318,4.5738277,81.72308,4.4840364,2.673793
281 days 15:00:00,50.0,48.95,2.35,169.00688,6.379594,81.417496,4.412044,2.4652703
281 days 15:00:00,50.0,48.95,2.45,168.84909,5.8156786,81.31175,4.2483635,2.3381186
281 days 15:00:00,50.0,48.85,2.15,160.89941,2.573586,81.23004,3.9689212,2.4347525
281 days 15:00:00,50.0,48.85,2.25,166.61667,4.2252283,81.20136,4.0438123,2.3572392
281 days 15:00:00,50.0,48.85,2.35,172.08142,5.563678,79.91138,4.185182,2.5164435
281 days 15:00:00,50.0,48.85,2.45,167.76378,5.828895,79.62761,4.236625,2.3363137
281 days 15:00:00,50.0,48.75,2.15,162.07698,2.0321808,81.526184,3.425555,2.1544647
281 days 15:00:00,50.0,48.75,2.25,164.0681,2.503498,80.915146,3.612854,2.1726544
281 days 15:00:00,50.0,48.75,2.35,166.17432,3.7469087,79.08194,3.8303084,2.2427638
281 days 15:00:00,50.0,48.75,2.45,166.54454,3.7322893,78.51773,3.986827,2.224716
282 days 15:00:00,0.0,48.95,2.15,174.78258,7.0230756,58.47767,11.563304,7.3846836
282 days 15:00:00,0.0,48.95,2.25,179.77638,10.081436,57.605846,11.401357,7.2316113
282 days 15:00:00,0.0,48.95,2.35,177.13339,11.159727,55.99422,10.961332,6.9888186
282 days 15:00:00,0.0,48.95,2.45,177.84268,11.067378,54.848885,9.932182,6.4150767
282 days 15:00:00,0.0,48.85,2.15,175.77245,8.182042,60.30212,11.155737,6.520429
282 days 15:00:00,0.0,48.85,2.25,180.20305,11.280605,58.20118,11.564043,6.7260604
282 days 15:00:00,0.0,48.85,2.35,186.23936,13.794398,57.007923,11.89436,7.0413704
282 days 15:00:00,0.0,48.85,2.45,184.96004,12.832168,56.20055,11.028635,6.975944
282 days 15:00:00,0.0,48.75,2.15,176.35327,6.8396277,62.34861,10.540236,6.072922
282 days 15:00:00,0.0,48.75,2.25,179.77638,8.298457,61.909687,10.66981,5.969382
282 days 15:00:00,0.0,48.75,2.35,184.28304,11.945574,58.157524,10.653752,6.3528833
282 days 15:00:00,0.0,48.75,2.45,184.78827,10.645615,58.010067,10.477197,6.6168995
282 days 15:00:00,50.0,48.95,2.15,173.35945,6.062187,65.58175,11.643994,7.6231546
282 days 15:00:00,50.0,48.95,2.25,176.314,8.047309,64.57972,11.931963,7.501325
282 days 15:00:00,50.0,48.95,2.35,173.63196,8.814737,62.867737,11.580372,7.1545305
282 days 15:00:00,50.0,48.95,2.45,173.95943,9.092574,62.41589,10.978769,6.8658442
282 days 15:00:00,50.0,48.85,2.15,174.06776,6.053348,67.13138,12.1837225,7.225812
282 days 15:00:00,50.0,48.85,2.25,176.89005,8.610286,64.86442,12.299328,7.633088
282 days 15:00:00,50.0,48.85,2.35,182.44774,9.792352,63.656113,12.421143,7.784235
282 days 15:00:00,50.0,48.85,2.45,180.42366,10.7873535,62.294857,12.214986,7.6594777
282 days 15:00:00,50.0,48.75,2.15,172.66994,5.013369,67.65138,11.337253,6.5683045
282 days 15:00:00,50.0,48.75,2.25,176.78563,6.738681,65.88347,11.374996,6.7085586
282 days 15:00:00,50.0,48.75,2.35,181.53336,8.331291,65.14351,11.32091,6.7279634
282 days 15:00:00,50.0,48.75,2.45,183.44215,8.663633,64.53997,11.490574,6.919121
283 days 15:00:00,0.0,48.95,2.15,170.40086,5.3169146,62.143112,12.4134865,6.6430225
283 days 15:00:00,0.0,48.95,2.25,174.31055,6.9831085,62.06562,12.850513,6.4411144
283 days 15:00:00,0.0,48.95,2.35,177.51805,8.319299,60.10121,12.94672,6.8534923
283 days 15:00:00,0.0,48.95,2.45,178.76355,8.778103,59.963535,13.442267,6.909419
283 days 15:00:00,0.0,48.85,2.15,168.3247,5.52035,60.686073,11.667062,6.023543
283 days 15:00:00,0.0,48.85,2.25,172.39401,7.53287,61.622936,12.317876,6.4627576
283 days 15:00:00,0.0,48.85,2.35,173.8359,9.913266,60.43471,12.903917,6.944335
283 days 15:00:00,0.0,48.85,2.45,175.38966,9.913266,60.290443,13.067627,6.8716893
283 days 15:00:00,0.0,48.75,2.15,166.74173,4.1874995,61.41307,11.554099,6.311952
283 days 15:00:00,0.0,48.75,2.25,168.44954,5.5914044,61.821194,11.904255,6.510634
283 days 15:00:00,0.0,48.75,2.35,169.92155,8.178952,62.06562,12.083994,6.8078256
283 days 15:00:00,0.0,48.75,2.45,171.01727,7.0076437,62.328136,12.728442,6.8859353
283 days 15:00:00,50.0,48.95,2.15,168.314,3.8529725,65.91366,12.192853,6.983049
283 days 15:00:00,50.0,48.95,2.25,171.10461,5.224377,65.42337,12.500746,6.9338083
283 days 15:00:00,50.0,48.95,2.35,173.11107,7.278599,65.29715,13.457363,7.1734385
283 days 15:00:00,50.0,48.95,2.45,174.13669,7.821386,65.49471,13.318381,7.131602
283 days 15:00:00,50.0,48.85,2.15,163.54852,3.7593372,67.31788,11.616063,6.143891
283 days 15:00:00,50.0,48.85,2.25,168.2197,5.722812,65.69339,12.223605,6.7595334
283 days 15:00:00,50.0,48.85,2.35,171.3222,7.880556,65.52745,13.494723,7.007875
283 days 15:00:00,50.0,48.85,2.45,171.90877,8.209371,65.669334,12.885717,6.906637
283 days 15:00:00,50.0,48.75,2.15,162.23886,2.9856274,67.993805,11.066729,6.5332184
283 days 15:00:00,50.0,48.75,2.25,163.81046,3.8035758,66.930435,11.463268,6.680557
283 days 15:00:00,50.0,48.75,2.35,168.13846,5.265759,66.60381,11.867084,6.7855177
283 days 15:00:00,50.0,48.75,2.45,167.8268,5.995444,66.68312,12.103552,6.9538813
284 days 15:00:00,0.0,48.95,2.15,172.5417,4.705747,69.978455,9.694616,4.1036
284 days 15:00:00,0.0,48.95,2.25,174.18988,6.8177004,68.91749,9.699264,4.3259716
284 days 15:00:00,0.0,48.95,2.35,173.51924,7.9753733,68.03047,9.684954,4.3838453
284 days 15:00:00,0.0,48.95,2.45,173.92874,8.565081,65.94935,9.704082,4.306851
284 days 15:00:00,0.0,48.85,2.15,172.5417,5.706191,68.0523,9.414662,3.8622928
284 days 15:00:00,0.0,48.85,2.25,175.13995,7.5083547,66.416985,10.410332,4.208128
284 days 15:00:00,0.0,48.85,2.35,177.91335,9.78617,64.76667,11.308515,4.7667003
284 days 15:00:00,0.0,48.85,2.45,179.11473,9.412275,64.2137,10.636114,4.845336
284 days 15:00:00,0.0,48.75,2.15,170.57008,4.152582,66.546036,8.769348,3.6170418
284 days 15:00:00,0.0,48.75,2.25,170.41246,5.7188315,64.8909,9.15459,3.747533
284 days 15:00:00,0.0,48.75,2.35,177.58763,7.7680936,63.239254,9.707506,3.919399
284 days 15:00:00,0.0,48.75,2.45,175.09006,8.3039,63.49508,10.254936,4.278266
284 days 15:00:00,50.0,48.95,2.15,173.16322,3.6336868,72.81468,9.58621,4.1356497
284 days 15:00:00,50.0,48.95,2.25,173.41124,5.5047626,72.57456,9.679917,4.0751076
284 days 15:00:00,50.0,48.95,2.35,170.76984,6.0318894,71.33779,9.984882,4.4315124
284 days 15:00:00,50.0,48.95,2.45,171.96997,6.4464555,68.52908,10.088991,4.380815
284 days 15:00:00,50.0,48.85,2.15,168.36838,2.9640179,71.44983,9.699968,3.6389055
284 days 15:00:00,50.0,48.85,2.25,171.87505,5.3644233,69.98065,10.901298,4.218026
284 days 15:00:00,50.0,48.85,2.35,177.11516,7.005187,69.00273,11.306264,4.7634387
284 days 15:00:00,50.0,48.85,2.45,174.28214,7.68097,67.78261,11.378768,4.980311
284 days 15:00:00,50.0,48.75,2.15,168.03107,2.7366974,70.1968,9.095837,3.3990796
284 days 15:00:00,50.0,48.75,2.25,168.49138,3.7813942,68.50776,9.293254,3.581945
284 days 15:00:00,50.0,48.75,2.35,172.57803,5.823576,68.04917,10.333943,3.9381683
284 days 15:00:00,50.0,48.75,2.45,173.73076,6.0065265,67.35224,10.852923,4.3820586
285 days 15:00:00,0.0,48.95,2.15,173.10104,5.5315466,65.24504,5.9644594,2.8412516
285 days 15:00:00,0.0,48.95,2.25,174.52974,7.859331,65.39056,6.152384,2.7659056
285 days 15:00:00,0.0,48.95,2.35,173.15584,7.899992,65.15965,6.1071935,2.485568
285 days 15:00:00,0.0,48.95,2.45,173.09251,8.180052,64.27507,6.146586,2.3758318
285 days 15:00:00,0.0,48.85,2.15,174.08733,7.166296,64.78025,5.1643314,2.6216867
285 days 15:00:00,0.0,48.85,2.25,176.60573,8.720754,64.33474,6.6081543,3.296006
285 days 15:00:00,0.0,48.85,2.35,177.28432,11.135981,64.003654,7.095274,3.3813422
285 days 15:00:00,0.0,48.85,2.45,177.39977,11.232686,63.607117,6.672217,2.8713787
285 days 15:00:00,0.0,48.75,2.15,173.00731,5.8784513,63.82567,5.1328974,2.5546896
285 days 15:00:00,0.0,48.75,2.25,177.49867,7.6064916,63.11028,5.440818,2.6794965
285 days 15:00:00,0.0,48.75,2.35,179.3022,9.448712,62.711308,6.602527,3.177857
285 days 15:00:00,0.0,48.75,2.45,180.237,9.767223,62.228962,7.011174,2.842097
285 days 15:00:00,50.0,48.95,2.15,174.983,3.124607,66.625656,5.955014,3.090463
285 days 15:00:00,50.0,48.95,2.25,175.26352,5.2828164,66.445435,6.503155,2.9889264
285 days 15:00:00,50.0,48.95,2.35,172.76036,6.369819,66.159355,6.078535,2.5581813
285 days 15:00:00,50.0,48.95,2.45,170.48845,6.268542,65.80049,6.1445303,2.2977104
285 days 15:00:00,50.0,48.85,2.15,173.63194,3.8076446,65.72221,5.093666,2.9146109
285 days 15:00:00,50.0,48.85,2.25,174.68684,6.8085084,65.55123,6.704495,3.486761
285 days 15:00:00,50.0,48.85,2.35,177.2843,8.82009,64.969154,6.991895,3.412424
285 days 15:00:00,50.0,48.85,2.45,175.74731,8.151164,64.67084,6.9812655,3.0782275
285 days 15:00:00,50.0,48.75,2.15,173.73682,4.128636,66.57714,5.4933605,2.5047057
285 days 15:00:00,50.0,48.75,2.25,176.17711,5.1301956,66.278824,6.2024536,2.93592
285 days 15:00:00,50.0,48.75,2.35,179.92116,8.206849,65.49302,6.693325,3.2983537
285 days 15:00:00,50.0,48.75,2.45,180.34737,8.692076,65.04555,7.0780697,3.3087418
286 days 15:00:00,0.0,48.95,2.15,174.6377,6.306436,67.77938,7.255096,3.8269672
286 days 15:00:00,0.0,48.95,2.25,180.24718,8.362931,66.943085,7.5384607,3.2291734
286 days 15:00:00,0.0,48.95,2.35,181.27527,8.4774,66.494675,7.1603665,2.96839
286 days 15:00:00,0.0,48.95,2.45,180.96246,8.264088,65.80244,6.688026,2.7823558
286 days 15:00:00,0.0,48.85,2.15,176.84737,7.4421926,67.26308,7.5686445,3.7155755
286 days 15:00:00,0.0,48.85,2.25,181.25291,10.245358,65.06565,7.6545634,3.260423
286 days 15:00:00,0.0,48.85,2.35,180.08546,11.329476,64.61721,7.2732577,3.4223273
286 days 15:00:00,0.0,48.85,2.45,179.03297,10.07733,65.256744,6.5410857,2.8722038
286 days 15:00:00,0.0,48.75,2.15,177.52034,6.672181,67.296936,7.1325984,3.3329694
286 days 15:00:00,0.0,48.75,2.25,181.29282,8.53801,65.76792,7.568019,3.9923816
286 days 15:00:00,0.0,48.75,2.35,181.93315,11.3604555,64.99661,7.0140233,3.222203
286 days 15:00:00,0.0,48.75,2.45,183.06126,9.773558,64.9023,6.522356,2.8027482
286 days 15:00:00,50.0,48.95,2.15,178.0244,4.409741,72.457855,7.140841,3.9217393
286 days 15:00:00,50.0,48.95,2.25,180.029,7.084055,72.40502,6.813963,3.3872406
286 days 15:00:00,50.0,48.95,2.35,180.46364,7.897646,72.81537,6.720029,3.0676386
286 days 15:00:00,50.0,48.95,2.45,179.15433,6.812237,70.86462,6.763798,2.7986982
286 days 15:00:00,50.0,48.85,2.15,179.66862,5.700932,71.3763,8.4182825,3.9290154
286 days 15:00:00,50.0,48.85,2.25,181.38121,8.450116,71.504166,7.9036794,4.0781727
286 days 15:00:00,50.0,48.85,2.35,181.34892,10.003533,71.56098,7.1602244,3.7671254
286 days 15:00:00,50.0,48.85,2.45,181.52026,8.578696,70.810165,6.519258,2.8596344
286 days 15:00:00,50.0,48.75,2.15,179.24889,5.2333984,71.0096,6.866287,3.8507988
286 days 15:00:00,50.0,48.75,2.25,180.71054,7.518943,72.21474,7.015046,3.976309
286 days 15:00:00,50.0,48.75,2.35,183.96033,10.093088,71.51917,6.866827,3.54167
286 days 15:00:00,50.0,48.75,2.45,183.00664,8.816577,67.16951,6.1118045,2.90437
287 days 15:00:00,0.0,48.95,2.15,177.92679,4.5952435,86.71521,7.2492647,4.037675
287 days 15:00:00,0.0,48.95,2.25,178.2326,6.293128,85.93595,5.8171797,3.082457
287 days 15:00:00,0.0,48.95,2.35,176.88728,6.830234,84.29959,7.137482,3.4874806
287 days 15:00:00,0.0,48.95,2.45,178.68547,7.1634216,81.33755,7.2886853,4.140796
287 days 15:00:00,0.0,48.85,2.15,180.41437,6.1496763,85.19228,6.754414,4.2723246
287 days 15:00:00,0.0,48.85,2.25,181.04385,8.684857,83.52761,6.8764567,3.54048
287 days 15:00:00,0.0,48.85,2.35,183.306,9.38547,81.60234,7.1486516,3.860487
287 days 15:00:00,0.0,48.85,2.45,180.09247,7.4133058,81.09453,7.1194344,3.703663
287 days 15:00:00,0.0,48.75,2.15,183.87227,6.129305,83.60597,6.0996633,3.3487613
287 days 15:00:00,0.0,48.75,2.25,184.46315,7.7222033,82.45042,6.7448077,3.2923727
287 days 15:00:00,0.0,48.75,2.35,185.85849,8.746042,81.20594,6.327577,3.1015778
287 days 15:00:00,0.0,48.75,2.45,183.33731,5.727191,81.123634,6.51408,2.9087932
287 days 15:00:00,50.0,48.95,2.15,183.208,3.4402483,90.92259,7.565353,4.991127
287 days 15:00:00,50.0,48.95,2.25,176.08069,4.3742995,91.01344,5.9246244,3.3223748
287 days 15:00:00,50.0,48.95,2.35,176.75282,5.0190563,89.61332,7.1555686,3.7152765
287 days 15:00:00,50.0,48.95,2.45,179.0941,5.35229,87.17105,7.754755,4.0790744
287 days 15:00:00,50.0,48.85,2.15,179.3568,5.173219,90.285934,7.2764745,4.406535
287 days 15:00:00,50.0,48.85,2.25,180.12819,8.191505,86.68939,7.0560927,3.8473663
287 days 15:00:00,50.0,48.85,2.35,184.4195,8.29928,85.98042,7.708428,4.127931
287 days 15:00:00,50.0,48.85,2.45,182.74677,5.7180066,84.72805,7.580416,3.804407
287 days 15:00:00,50.0,48.75,2.15,184.00107,5.2230353,87.569984,6.553597,4.049935
287 days 15:00:00,50.0,48.75,2.25,184.45355,6.759378,87.51091,6.6502304,3.8773298
287 days 15:00:00,50.0,48.75,2.35,184.9843,7.0689263,87.86659,6.72731,3.8283238
287 days 15:00:00,50.0,48.75,2.45,182.85509,4.3582125,86.05968,6.5672393,3.427876
288 days 15:00:00,0.0,48.95,2.15,179.93762,4.2951455,96.425705,9.058004,7.52516
288 days 15:00:00,0.0,48.95,2.25,182.26524,5.8112164,96.57493,6.274865,4.038434
288 days 15:00:00,0.0,48.95,2.35,180.62827,6.243269,95.41278,6.6007485,3.6602302
288 days 15:00:00,0.0,48.95,2.45,184.09435,7.171934,94.18212,7.8409867,4.6910214
288 days 15:00:00,0.0,48.85,2.15,197.02913,6.114142,97.952896,9.5865345,7.5470233
288 days 15:00:00,0.0,48.85,2.25,190.90594,8.333515,97.940636,7.7958527,4.7979083
288 days 15:00:00,0.0,48.85,2.35,190.54585,9.029954,96.05375,8.291186,4.8420367
288 days 15:00:00,0.0,48.85,2.45,191.75058,8.77381,94.75998,8.73843,4.938546
288 days 15:00:00,0.0,48.75,2.15,196.42221,6.181814,100.838585,9.123118,6.4028788
288 days 15:00:00,0.0,48.75,2.25,198.83372,8.268494,96.36529,8.407488,5.2678294
288 days 15:00:00,0.0,48.75,2.35,198.81906,10.576514,93.30275,9.11371,5.055352
288 days 15:00:00,0.0,48.75,2.45,196.96233,7.376002,95.54234,8.54107,4.932304
288 days 15:00:00,50.0,48.95,2.15,188.98259,3.4338753,102.401245,9.938935,8.779104
288 days 15:00:00,50.0,48.95,2.25,180.4542,4.1027446,100.22938,6.8479886,5.073333
288 days 15:00:00,50.0,48.95,2.35,184.3964,4.5870934,98.82563,7.0507493,5.434857
288 days 15:00:00,50.0,48.95,2.45,183.4474,5.024063,97.454285,8.230193,5.8204794
288 days 15:00:00,50.0,48.85,2.15,198.5832,4.6986203,102.37829,10.774988,9.313049
288 days 15:00:00,50.0,48.85,2.25,187.09628,7.5471115,103.57335,8.3673,5.3623357
288 days 15:00:00,50.0,48.85,2.35,190.18448,8.192388,103.29793,8.712226,6.44559
288 days 15:00:00,50.0,48.85,2.45,193.64578,6.6811624,102.32146,8.807552,6.232807
288 days 15:00:00,50.0,48.75,2.15,203.94717,4.8853226,104.81751,10.011979,7.7061496
288 days 15:00:00,50.0,48.75,2.25,201.74718,7.314171,101.54183,9.091656,5.9098086
288 days 15:00:00,50.0,48.75,2.35,205.84444,9.574705,98.624886,9.669753,6.4283094
288 days 15:00:00,50.0,48.75,2.45,197.3352,6.464937,103.49448,8.836201,5.870789
289 days 15:00:00,0.0,48.95,2.15,174.32945,7.4973483,74.05905,10.881313,5.944178
289 days 15:00:00,0.0,48.95,2.25,172.24939,9.234029,74.679695,10.774448,5.6182737
289 days 15:00:00,0.0,48.95,2.35,173.2965,9.607028,75.19734,10.91056,5.806539
289 days 15:00:00,0.0,48.95,2.45,173.05913,10.46962,74.461586,11.080606,5.844738
289 days 15:00:00,0.0,48.85,2.15,174.92905,9.680718,75.35496,11.196084,6.255851
289 days 15:00:00,0.0,48.85,2.25,173.24261,12.097324,73.96543,12.201559,5.981162
289 days 15:00:00,0.0,48.85,2.35,175.61053,13.027623,74.134766,11.798368,6.6650524
289 days 15:00:00,0.0,48.85,2.45,170.19171,11.224373,75.972145,12.233675,6.3591423
289 days 15:00:00,0.0,48.75,2.15,175.17325,8.585154,77.00927,10.929218,6.1802917
289 days 15:00:00,0.0,48.75,2.25,180.2464,11.326371,77.29972,12.884249,6.0838995
289 days 15:00:00,0.0,48.75,2.35,179.37148,13.100354,76.56908,11.881644,6.4859314
289 days 15:00:00,0.0,48.75,2.45,177.52496,10.376709,77.57041,11.700114,6.388289
289 days 15:00:00,50.0,48.95,2.15,178.46088,6.2789803,77.17795,10.029481,6.872341
289 days 15:00:00,50.0,48.95,2.25,171.77144,7.056989,77.43137,10.341182,5.07282
289 days 15:00:00,50.0,48.95,2.35,172.60072,8.236853,79.02844,11.076366,5.898073
289 days 15:00:00,50.0,48.95,2.45,170.59932,8.883812,78.242035,11.059114,5.983594
289 days 15:00:00,50.0,48.85,2.15,174.11913,7.9077077,77.04289,10.610506,6.77867
289 days 15:00:00,50.0,48.85,2.25,172.73419,9.9882765,77.738785,12.20981,6.714117
289 days 15:00:00,50.0,48.85,2.35,175.61052,11.121169,77.68002,12.535878,6.5353947
289 days 15:00:00,50.0,48.85,2.45,169.47275,9.362558,77.98544,11.368684,6.128495
289 days 15:00:00,50.0,48.75,2.15,174.22575,7.996739,79.428925,11.741705,6.3990912
289 days 15:00:00,50.0,48.75,2.25,180.61104,8.859217,79.17797,12.275805,6.62223
289 days 15:00:00,50.0,48.75,2.35,182.56099,11.575007,80.29941,12.00533,6.340912
289 days 15:00:00,50.0,48.75,2.45,169.49344,8.689085,79.524574,10.626536,6.315389
290 days 15:00:00,0.0,48.95,2.15,177.60558,6.5282817,84.09164,17.325512,9.923793
290 days 15:00:00,0.0,48.95,2.25,168.86676,8.072675,81.967026,16.985275,8.783073
290 days 15:00:00,0.0,48.95,2.35,169.09538,8.312192,80.53641,19.95361,9.42468
290 days 15:00:00,0.0,48.95,2.45,171.9126,8.289533,78.845604,20.959597,10.326607
290 days 15:00:00,0.0,48.85,2.15,168.05293,8.42094,80.14288,16.70424,8.768408
290 days 15:00:00,0.0,48.85,2.25,170.4707,10.250006,78.359024,18.412188,9.309983
290 days 15:00:00,0.0,48.85,2.35,170.71326,10.853185,77.717995,20.681461,9.83273
290 days 15:00:00,0.0,48.85,2.45,172.24995,8.920381,79.54511,21.198624,10.648426
290 days 15:00:00,0.0,48.75,2.15,171.21046,7.874405,79.68505,16.59766,8.820349
290 days 15:00:00,0.0,48.75,2.25,171.55101,9.152458,79.22196,16.78331,9.333801
290 days 15:00:00,0.0,48.75,2.35,172.33232,9.929863,78.163155,18.457293,9.267266
290 days 15:00:00,0.0,48.75,2.45,171.72939,7.5071754,79.230316,19.68494,10.3936825
290 days 15:00:00,50.0,48.95,2.15,174.13554,4.052831,85.617195,16.033813,10.783493
290 days 15:00:00,50.0,48.95,2.25,168.46652,5.846678,85.29705,18.454292,10.104342
290 days 15:00:00,50.0,48.95,2.35,169.54042,6.7214694,84.483574,19.037846,10.258587
290 days 15:00:00,50.0,48.95,2.45,172.45988,6.8958225,81.52556,20.06097,10.96385
290 days 15:00:00,50.0,48.85,2.15,166.61807,6.853897,83.39439,17.077913,10.14279
290 days 15:00:00,50.0,48.85,2.25,166.26416,8.5465555,83.00149,18.719465,10.328369
290 days 15:00:00,50.0,48.85,2.35,170.59355,8.549891,82.34665,19.299696,10.848387
290 days 15:00:00,50.0,48.85,2.45,169.31549,6.802724,81.68701,20.242954,11.241757
290 days 15:00:00,50.0,48.75,2.15,167.59972,7.1626525,82.72851,16.482138,9.764383
290 days 15:00:00,50.0,48.75,2.25,168.60954,8.373303,81.39713,17.206095,10.355384
290 days 15:00:00,50.0,48.75,2.35,169.22285,7.8842726,80.6659,19.10205,10.328007
290 days 15:00:00,50.0,48.75,2.45,171.63135,5.4636774,81.81584,19.169638,11.013674
291 days 15:00:00,0.0,48.95,2.15,208.0931,7.401468,98.14454,41.928177,20.673738
291 days 15:00:00,0.0,48.95,2.25,203.74025,9.174556,98.14454,38.94043,20.628036
291 days 15:00:00,0.0,48.95,2.35,203.97035,9.151009,98.39812,41.129185,20.700228
291 days 15:00:00,0.0,48.95,2.45,203.40146,8.422376,96.77471,42.9193,20.884386
291 days 15:00:00,0.0,48.85,2.15,205.35187,8.549591,95.23862,36.019817,20.345865
291 days 15:00:00,0.0,48.85,2.25,209.34683,9.335103,95.21486,38.762512,20.46518
291 days 15:00:00,0.0,48.85,2.35,208.82297,9.610638,95.81753,39.776596,20.29931
291 days 15:00:00,0.0,48.85,2.45,201.46765,8.447784,96.33921,42.11394,20.627851
291 days 15:00:00,0.0,48.75,2.15,202.82076,7.487294,94.40065,35.03068,19.313532
291 days 15:00:00,0.0,48.75,2.25,202.54381,8.430895,95.21486,36.060287,19.353508
291 days 15:00:00,0.0,48.75,2.35,203.1277,9.100404,95.21486,36.952785,19.593315
291 days 15:00:00,0.0,48.75,2.45,200.21652,7.282253,94.72223,38.366596,19.915419
291 days 15:00:00,50.0,48.95,2.15,204.74898,4.5176873,102.85611,36.24042,20.178547
291 days 15:00:00,50.0,48.95,2.25,193.1727,7.4359436,102.721504,35.90948,19.898294
291 days 15:00:00,50.0,48.95,2.35,194.14017,7.5804677,101.94307,35.879353,19.903027
